fc_id,url,claim_short,claim_source,verdict_img,claim,date,categories
bill-gates-quoted-out-of-context-about-injecting-kids-with-genetically-modified-organisms-in-discuss.html,https://healthfeedback.org/claimreview/bill-gates-quoted-out-of-context-about-injecting-kids-with-genetically-modified-organisms-in-discussion-on-gm-crops/,"Bill Gates stated that 'We’re taking things that are genetically modified organisms, and we’re injecting them into little kids’ arms; we just shoot them right into the vein'",https://archive.is/0fPRS,https://healthfeedback.org/wp-content/uploads/tags/HTag_Lacks_Context.png,"Bill Gates stated that 'We’re taking things that are genetically modified organisms, and we’re injecting them into little kids’ arms; we just shoot them right into the vein'",26 May 2020,"[""Lack of context""]"
blog-posts-inaccurately-claim-that-a-2005-nih-study-demonstrated-the-effectiveness-of-chloroquine-tr.html,https://healthfeedback.org/claimreview/blog-posts-inaccurately-claim-that-a-2005-nih-study-demonstrated-the-effectiveness-of-chloroquine-treatment-against-coronavirus-infection-such-as-covid-19/,the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks,https://archive.fo/0ItsH,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks … Dr. Fauci has known for 15 years that chloroquine and its even milder derivative hydroxychloroquine (HCQ) will not only treat a current case of coronavirus (therapeutic) but prevent future cases (prophylactic),pril 2020,"[""Overstates scientific confidence"", ""Factually Inaccurate""]"
bone-spurs-occasionally-form-at-the-base-of-human-skulls-but-their-growth-has-not-been-linked-to-the.html,https://healthfeedback.org/claimreview/bone-spurs-occasionally-form-at-the-base-of-human-skulls-but-their-growth-has-not-been-linked-to-the-use-of-handheld-devices/,"‘Horns’ are growing on young people’s skulls. Phone use is to blame, research suggests.",https://www.washingtonpost.com/nation/2019/06/20/horns-are-growing-young-peoples-skulls-phone-use-is-blame-research-suggests/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"‘Horns’ are growing on young people’s skulls. Phone use is to blame, research suggests.",25 Jun. 2019,"[""Lacks Support""]"
both-viruses-and-bacteria-cause-disease-pathogenic-viruses-arent-naturally-created-in-the-body-as-a-.html,https://healthfeedback.org/claimreview/both-viruses-and-bacteria-cause-disease-pathogenic-viruses-arent-naturally-created-in-the-body-as-a-response-to-damage/,"You don’t catch viruses, you naturally create them inside of your body; bacteria and viruses don’t cause disease.",https://web.archive.org/web/20210318152350/https://m.facebook.com/drmelissasell/photos/a.1581080135519424/2541822162778545/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"You don’t catch viruses, you naturally create them inside of your own body.; So called viruses are produced by the body in [sic] body in response to tissue adaptation or damage. They are effects, not causes. They are cellular messengers, not pathogens.",17 Mar. 2021,"[""Incorrect"", ""Misleading""]"
brussels-halted-5g-rollout-in-2019-to-study-its-radiation-emissions-not-because-any-negative-health-.html,https://healthfeedback.org/claimreview/brussels-halted-5g-rollout-in-2019-to-study-its-radiation-emissions-not-because-any-negative-health-effects-had-been-demonstrated/,"Brussels is halting their 5G plans due to the negative health effects; Evidence ... overwhelmingly suggest[s] that, yes, 5G does pose a major threat.",https://archive.fo/a5D75,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Brussels is halting their 5G plans due to the negative health effects; Evidence ... overwhelmingly suggest[s] that, yes, 5G does pose a major threat.",5 Apr. 2019,"[""Factually inaccurate"", ""Unsupported""]"
byram-bridles-claim-that-covid-19-vaccines-are-toxic-fails-to-account-for-key-differences-between-th.html,https://healthfeedback.org/claimreview/byram-bridles-claim-that-covid-19-vaccines-are-toxic-fails-to-account-for-key-differences-between-the-spike-protein-produced-during-infection-and-vaccination-misrepresents-studies/,"Terrifying new research finds vaccine spike protein unexpectedly in [the] bloodstream. The protein is linked to blood clots, heart and brain damage",https://archive.is/dV4T4,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"The infamous spike protein of the coronavirus gets into the blood where it circulates for several days post-vaccination and then accumulated in organs and tissues including the spleen, bone marrow, the liver, adrenal glands, and in quite high concentrations in the ovaries; a large number of studies has shown that the most severe effects of SARS-CoV-2, the virus that causes COVID-19, such as blood clotting and bleeding, are due to the effects of the spike protein of the virus itself",28 May 2021,"[""Unsupported"", ""Misrepresents source"", ""Lack of context""]"
cancer-and-heart-disease-remain-the-two-leading-causes-of-death-in-the-u-s-during-the-covid-19-pande.html,https://healthfeedback.org/claimreview/cancer-and-heart-disease-remain-the-two-leading-causes-of-death-in-the-u-s-during-the-covid-19-pandemic/,No one has died of cancer or heart disease since the COVID-19 thing started,https://web.archive.org/web/20210824230420/https:/www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Fcindy.broyles.942%2Fposts%2F1710723949078003,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Might as well resume smoking, no one has died of cancer or heart disease since the COVID-19 thing started",14 Aug. 2020,"[""Factually inaccurate""]"
cancer-caused-by-gene-mutations-not-body-acidity-eating-alkaline-foods-cant-alter-body-ph-prevent-tr.html,https://healthfeedback.org/claimreview/cancer-caused-by-gene-mutations-not-body-acidity-eating-alkaline-foods-cant-alter-body-ph-prevent-treat-cancer/,Cancer occurs when your body is full of acidity; alkalizing your body prevents cancer,https://perma.cc/V7HE-UWWM?view-mode=client-side&type=image,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"[Cancer] means your body is full of acidity which occurs from over consumption of meat, acidic drinks and processed foods; alkalizing your body prevents cancer",23 Jul. 2022,"[""Incorrect"", ""Inadequate support""]"
cancer-cells-are-not-fungi-the-two-are-derived-from-completely-different-species__.html,https://healthfeedback.org/claimreview/cancer-cells-are-not-fungi-the-two-are-derived-from-completely-different-species/,Cancer is Candida/Fungus and can be cured,http://archive.md/BxByd,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Cancer is Candida/Fungus and can be cured,13 Mar. 2019,"[""Inaccurate""]"
cases-of-bells-palsy-and-death-observed-during-pfizer-biontech-vaccine-clinical-trials-were-within-e.html,https://healthfeedback.org/claimreview/cases-of-bells-palsy-and-death-observed-during-pfizer-biontech-vaccine-clinical-trials-were-within-expected-background-range-of-general-population/,COVID-19 vaccine by Pfizer and BioNTech caused Bell’s palsy and deaths,https://archive.vn/yZ5WC,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,The vaccine has already caused Bell’s palsy in testers; a newly released document on the FDA website shows that 2 participants died as a result of serious adverse events from the experimental Covid vaccine,8 Dec. 2020,"[""Inadequate support""]"
cbd-gummies-health-benefits-are-unsupported-shark-tank-tv-personalities-didnt-endorse-them__.html,https://healthfeedback.org/claimreview/cbd-gummies-health-benefits-are-unsupported-shark-tank-tv-personalities-didnt-endorse-them/,"TV personalities such as Shark Tank investors, Dr. Phil and Dr. Oz endorsed CBD gummies; CBD gummies have numerous health benefits",https://archive.is/EKPAJ,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"TV personalities such as Shark Tank members, Dr. Phil or Dr. Oz endorsed CBD gummies; CBD gummies have numerous health benefits on anxiety, arteries, memory, tinnitus or diabetes.",11 Mar. 2022,"[""Factually inaccurate"", ""Inadequate support""]"
cdc-data-shows-higher-number-of-deaths-in-2020-compared-to-previous-years-johns-hopkins-student-arti.html,https://healthfeedback.org/claimreview/cdc-data-shows-higher-number-of-deaths-in-2020-compared-to-previous-years-johns-hopkins-student-article-compared-percentages-not-raw-numbers/,"Johns Hopkins study mysteriously disappears after it revealed, in spite of COVID, no more deaths in 2020 than in prior years",https://web.archive.org/web/20201130100857/https://www.thegatewaypundit.com/2020/11/johns-hopkins-study-mysteriously-disappears-shows-spite-covid-no-deaths-2020-prior-years/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Johns Hopkins study mysteriously disappears after it revealed, in spite of COVID, no more deaths in 2020 than in prior years; Using statistical analysis, a senior lecturer from Johns Hopkins University (JHU) has demonstrated that COVID-19 has resulted in no excess deaths, yet the university has censored the article online.; A few days ago Johns Hopkins published a study saying corona is [no big deal]. They then deleted it.",27 Nov. 2020,"[""Inaccurate""]"
cdc-directors-75-percent-covid-19-deaths-among-people-with-comorbidities-applies-to-vaccinated-peopl.html,https://healthfeedback.org/claimreview/cdc-directors-75-percent-covid-19-deaths-among-people-with-comorbidities-applies-to-vaccinated-people/,75% of deaths were people with ‘at least four comorbidities’,https://archive.md/b21y3,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,75% of deaths were people with ‘at least four comorbidities’,11 Jan. 2022,"[""Lack of context""]"
cdc-hasnt-classified-monkeypox-airborne-transmission-through-sustained-physical-contact__.html,https://healthfeedback.org/claimreview/cdc-hasnt-classified-monkeypox-airborne-transmission-through-sustained-physical-contact/,CDC has now classified [monkeypox] as airborne and anybody within 15 ft can catch it; [it] is now classified as a form of herpes [...] lasts 2-4 months [and] can lead to being paralyzed,https://web.archive.org/web/20220804140613/https://m.facebook.com/fathersmatter2013/photos/a.136137096560552/2202515223256052/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,CDC has now classified this disease as airborne and anybody within 15 ft can catch it; This disease is now classified as a form of herpes; The illness typically last (sic) 2-4 months. If you have symptoms avoid going outside; Monkeypox can lead to being paralyzed,4 Aug. 2022,"[""Factually inaccurate"", ""Correct""]"
cdc-mask-recommendations-changed-as-more-people-in-the-u-s-are-fully-vaccinated-masks-are-effective-.html,https://healthfeedback.org/claimreview/cdc-mask-recommendations-changed-as-more-people-in-the-u-s-are-fully-vaccinated-masks-are-effective-at-reducing-virus-transmission-and-are-especially-important-when-the-majority-of-the-population-is/,"Fauci admits to wearing a mask indoors because of appearances, not science",https://archive.md/X1aYQ,https://healthfeedback.org/wp-content/uploads/tags/HTag_Lacks_Context.png,"""Fauci admits to wearing a mask indoors because of appearances, not science"", ""Dr. Anthony Fauci admitted to having continued to wear a mask indoors for appearance's sake, not based on the science surrounding the protection of the vaccine.""",18 May 2021,"[""Lacks Context"", ""Misleading""]"
cdc-study-finds-five-percent-of-teens-hospitalized-due-to-covid-19-require-ventilation-vaccinating-a.html,https://healthfeedback.org/claimreview/cdc-study-finds-five-percent-of-teens-hospitalized-due-to-covid-19-require-ventilation-vaccinating-against-covid-19-can-help-reduce-the-risk-of-severe-disease-in-teens/,The kids who were [in hospital for other reasons] were the ones [...] on the ventilators. Not the kids who [were in hospital for COVID-19].,https://archive.is/D5LBs,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"The kids who were there who were sick, who happened to test positive for COVID, were the ones who were on the ventilators. Not the kids who tested positive for COVID and that was the reason why they were there; The CDC also says 172 of this 204 may have been admitted for other reasons; 100 plus a day are dying, ostensibly, related to the jab.",7 Jun. 2021,"[""Inaccurate"", ""Misleading""]"
